7.858872563369345698e+00,2.006421761079267796e+01
8.552376229293416898e+00,1.998697936101393324e+01
1.075414739323384694e+01,1.987058157487349064e+01
1.283853879643208984e+01,1.986055018468336542e+01
1.489616475773580007e+01,1.971295902295545943e+01
1.686825071049458913e+01,1.947500933571295079e+01
1.896176648808247833e+01,1.914672633572058302e+01
2.088974004460103373e+01,1.866459688706831344e+01
2.280026822758443217e+01,1.800837714238600284e+01
2.481678357792623046e+01,1.709741456075148136e+01
2.642772031498677521e+01,1.594382407231764276e+01
2.751005216313130930e+01,1.419605748219923491e+01
2.815736661625630788e+01,1.189912354512648029e+01
2.826980939579732421e+01,9.833541651205582212e+00
2.770782209110982208e+01,7.766781588034195494e+00
2.621285062504536967e+01,6.131498690084977277e+00
2.458068967533833771e+01,4.680535479025406786e+00
2.305662503910787109e+01,3.448496599630875625e+00
2.130564008427388600e+01,2.580971498922867813e+00
1.920733724308736257e+01,1.857226534323258571e+00
1.713629079533345489e+01,1.149296160177750936e+00
1.504015088749654261e+01,7.489955620332195974e-01
1.293783002568013707e+01,6.715465263886883918e-01
1.078487935734517578e+01,1.137539644674821160e+00
8.602381760604453476e+00,2.211355944113297500e+00
6.608859021194052552e+00,3.731260652975602277e+00
5.162283188827109015e+00,5.784674044088883527e+00
3.768091989286017629e+00,7.265862245993179869e+00
2.534183341987204852e+00,8.448937578634781786e+00
1.136837059981895104e+00,9.066441317038101744e+00
-7.227706365513080211e-01,9.185224123434586829e+00
-2.263915007584022643e+00,8.736931581930679869e+00
-3.461836760513710143e+00,7.988942308859391161e+00
-4.507829611771034806e+00,6.820552034811539599e+00
-5.128702490799355473e+00,5.253162355856461296e+00
-5.053127425186562327e+00,3.072927828268571027e+00
-4.492225592605995743e+00,7.932132439179852001e-01
-5.348681967728066589e+00,-1.188935498757796028e+00
-6.729554694168496276e+00,-2.494482068582014822e+00
-7.515529196731971950e+00,-3.819421796365217503e+00
-7.545658057205605118e+00,-5.012285260720686253e+00
-7.236249869339394181e+00,-6.656041364236311431e+00
-6.482857840530800608e+00,-8.062959699197248753e+00
-5.611199133865761191e+00,-9.075684003396467858e+00
-4.612857192032264741e+00,-9.804185132546857417e+00
-3.101853697769569873e+00,-1.123517954783006090e+01
-2.099149840347694695e+00,-1.316895182566209321e+01
-1.844191496841835365e+00,-1.533929408030076402e+01
-3.378777913974994607e-01,-1.709092905954880948e+01
1.275356919295859814e+00,-1.843589594797654385e+01
3.214529485232902051e+00,-1.930935023264451544e+01
4.949863249785971142e+00,-2.061333125071092098e+01
6.107145459182333980e+00,-2.240359003977341956e+01
6.682071167953085755e+00,-2.440258906321092169e+01
6.390337235457968390e+00,-2.661372950510545010e+01
5.562537867553305482e+00,-2.860490076975388973e+01
4.738071591384482417e+00,-2.968448145823045081e+01
3.245964796073508740e+00,-2.990685389475388689e+01
1.857021338470054239e+00,-2.925035670237107510e+01
-1.935623578953022117e-01,-2.823782008127732723e+01
-2.200926726334022643e+00,-2.731664393381639044e+01
-4.266596739761757462e+00,-2.629238856272263902e+01
-6.117744391434120743e+00,-2.548677943186326544e+01
-8.052685111038613286e+00,-2.462250330881638760e+01
-9.895814459793495388e+00,-2.374553797678514044e+01
-1.166519121455423758e+01,-2.253430445627732581e+01
-1.284539293574564489e+01,-2.078273127512498419e+01
-1.312718195246927699e+01,-1.874100459055467027e+01
-1.253050531672708878e+01,-1.653273661570115394e+01
-1.217125353144876954e+01,-1.435887415842576509e+01
-1.236160768794290910e+01,-1.295936015085740500e+01
-1.321974291133158097e+01,-1.138787119822068661e+01
-1.453340677546732351e+01,-9.867718152566389733e+00
-1.581260790156595597e+01,-8.238935498757795628e+00
-1.704860643672220633e+01,-6.537343244119123931e+00
-1.819526781367533275e+01,-4.837662152810530358e+00
-1.921450380610697195e+01,-3.062939862771467681e+00
-2.004536546992533275e+01,-1.135308484597639778e+00
-2.090430864619486329e+01,5.806941704316571640e-01
-2.111813234614603374e+01,2.961840029196305402e+00
-2.099148744868509553e+01,5.123960848288102277e+00
-2.110420030879251740e+01,7.248305864767594642e+00
-2.118821138667337678e+01,9.414503069357438747e+00
-2.104037432002298758e+01,1.147844044728712554e+01
-2.018476824092142508e+01,1.332733361287550444e+01
-1.859104112910501883e+01,1.426067139668898065e+01
-1.628927263545267579e+01,1.452010552449659819e+01
-1.435465807246439418e+01,1.508538043065504475e+01
-1.253374513911478516e+01,1.584413315816359002e+01
-1.084088815974466691e+01,1.699755398793653782e+01
-9.151430075638222306e+00,1.832132713361219700e+01
-7.517559378616738286e+00,1.966190317435697921e+01
-5.622413199417519714e+00,2.026474792523817570e+01
-3.584131186478065612e+00,2.034274155660109074e+01
-1.547767775528358758e+00,2.034272009892897159e+01
4.845776147914653276e-01,2.025902845426039178e+01
2.617627794272971542e+00,2.025548650784925897e+01
4.852864987380575812e+00,2.018826226754621800e+01
6.795842320449423823e+00,2.008041936917738468e+01
