-11.8994, 10.2305
-11.8956, 10.2338
-11.8306, 10.2993
-11.7584, 10.3693
-11.6855, 10.4385
-11.6119, 10.5070
-11.5382, 10.5754
-11.4645, 10.6431
-11.3903, 10.7105
-11.3155, 10.7779
-11.2405, 10.8453
-11.1652, 10.9123
-11.0898, 10.9790
-11.0146, 11.0458
-10.9410, 11.1120
-10.8679, 11.1744
-10.7924, 11.2336
-10.7157, 11.2924
-10.6369, 11.3520
-10.5566, 11.4116
-10.4758, 11.4706
-10.3946, 11.5292
-10.3123, 11.5880
-10.2304, 11.6462
-10.1481, 11.7043
-10.0651, 11.7619
-9.9819, 11.8194
-9.8988, 11.8764
-9.8155, 11.9332
-9.7317, 11.9898
-9.6485, 12.0457
-9.5654, 12.1031
-9.4828, 12.1611
-9.4009, 12.2198
-9.3189, 12.2790
-9.2376, 12.3383
-9.1565, 12.3980
-9.0754, 12.4583
-8.9944, 12.5187
-8.9137, 12.5797
-8.8334, 12.6407
-8.7532, 12.7018
-8.6732, 12.7632
-8.5933, 12.8250
-8.5137, 12.8868
-8.4340, 12.9488
-8.3536, 13.0119
-8.2737, 13.0739
-8.1939, 13.1358
-8.1140, 13.1974
-8.0341, 13.2590
-7.9538, 13.3204
-7.8738, 13.3816
-7.7938, 13.4427
-7.7135, 13.5038
-7.6329, 13.5647
-7.5522, 13.6256
-7.4717, 13.6866
-7.3912, 13.7473
-7.3108, 13.8079
-7.2299, 13.8685
-7.1479, 13.9298
-7.0654, 13.9884
-6.9822, 14.0457
-6.8990, 14.1016
-6.8148, 14.1571
-6.7310, 14.2120
-6.6464, 14.2665
-6.5615, 14.3208
-6.4764, 14.3748
-6.3909, 14.4288
-6.3057, 14.4824
-6.2200, 14.5360
-6.1342, 14.5892
-6.0485, 14.6424
-5.9624, 14.6954
-5.8763, 14.7481
-5.7879, 14.8016
-5.6998, 14.8524
-5.6120, 14.9019
-5.5241, 14.9506
-5.4358, 14.9988
-5.3480, 15.0467
-5.2590, 15.0943
-5.1699, 15.1416
-5.0806, 15.1888
-4.9913, 15.2355
-4.9016, 15.2823
-4.8120, 15.3288
-4.7224, 15.3752
-4.6326, 15.4213
-4.5426, 15.4674
-4.4527, 15.5132
-4.3636, 15.5579
-4.2776, 15.5958
-4.1915, 15.6305
-4.1042, 15.6637
-4.0155, 15.6959
-3.9257, 15.7280
-3.8315, 15.7605
-3.7372, 15.7920
-3.6421, 15.8233
-3.5466, 15.8538
-3.4507, 15.8840
-3.3549, 15.9136
-3.2586, 15.9432
-3.1623, 15.9722
-3.0659, 16.0010
