-19.7993, 12.8004
-19.7962, 12.8035
-19.7339, 12.8629
-19.6647, 12.9261
-19.5933, 12.9893
-19.5220, 13.0524
-19.4498, 13.1138
-19.3748, 13.1761
-19.3016, 13.2347
-19.2278, 13.2940
-19.1501, 13.3525
-19.0737, 13.4070
-18.9967, 13.4616
-18.9172, 13.5154
-18.8336, 13.5682
-18.7547, 13.6171
-18.6753, 13.6655
-18.5905, 13.7174
-18.5045, 13.7694
-18.4183, 13.8202
-18.3318, 13.8697
-18.2443, 13.9192
-18.1567, 13.9681
-18.0691, 14.0175
-17.9807, 14.0668
-17.8934, 14.1164
-17.8059, 14.1669
-17.7182, 14.2179
-17.6307, 14.2695
-17.5431, 14.3222
-17.4560, 14.3749
-17.3697, 14.4274
-17.2832, 14.4805
-17.1965, 14.5333
-17.1098, 14.5865
-17.0233, 14.6405
-16.9377, 14.6940
-16.8520, 14.7481
-16.7670, 14.8026
-16.6823, 14.8577
-16.5980, 14.9129
-16.5145, 14.9684
-16.4305, 15.0244
-16.3466, 15.0815
-16.2639, 15.1385
-16.1818, 15.1959
-16.1008, 15.2529
-16.0185, 15.3108
-15.9365, 15.3676
-15.8537, 15.4250
-15.7707, 15.4822
-15.6882, 15.5390
-15.6052, 15.5963
-15.5220, 15.6535
-15.4390, 15.7104
-15.3560, 15.7677
-15.2731, 15.8247
-15.1900, 15.8818
-15.1069, 15.9387
-15.0239, 15.9956
-14.9408, 16.0528
-14.8588, 16.1099
-14.7765, 16.1662
-14.6942, 16.2232
-14.6114, 16.2807
-14.5284, 16.3383
-14.4459, 16.3959
-14.3627, 16.4537
-14.2800, 16.5102
-14.1976, 16.5663
-14.1154, 16.6217
-14.0325, 16.6762
-13.9491, 16.7317
-13.8651, 16.7886
-13.7816, 16.8441
-13.6972, 16.9004
-13.6134, 16.9568
-13.5296, 17.0136
-13.4456, 17.0699
-13.3619, 17.1253
-13.2778, 17.1801
-13.1940, 17.2342
-13.1104, 17.2877
-13.0255, 17.3417
-12.9403, 17.3958
-12.8550, 17.4504
-12.7710, 17.5039
-12.6880, 17.5567
-12.6035, 17.6104
-12.5192, 17.6647
-12.4344, 17.7193
-12.3494, 17.7745
-12.2644, 17.8292
-12.1795, 17.8844
-12.0966, 17.9379
-12.0119, 17.9903
-11.9304, 18.0459
-11.8506, 18.1006
-11.7708, 18.1568
-11.6918, 18.2111
-11.6126, 18.2650
-11.5334, 18.3186
-11.4560, 18.3737
-11.3789, 18.4296
-11.3010, 18.4862
-11.2237, 18.5442
-11.1449, 18.6010
-11.0647, 18.6535
-10.9835, 18.7050
-10.9016, 18.7560
-10.8183, 18.8057
-10.7343, 18.8544
-10.6503, 18.9014
-10.5643, 18.9481
-10.4804, 18.9923
-10.3957, 19.0368
-10.3102, 19.0774
-10.2229, 19.1170
-10.1351, 19.1541
-10.0551, 19.1873
-9.9766, 19.2243
-9.8978, 19.2633
-9.8185, 19.3032
-9.7349, 19.3459
-9.6516, 19.3882
-9.5691, 19.4262
-9.4857, 19.4600
-9.4005, 19.4893
-9.3138, 19.5153
-9.2255, 19.5376
-9.1343, 19.5584
-9.0417, 19.5783
-8.9491, 19.5968
-8.8599, 19.6139
-8.7662, 19.6310
-8.6717, 19.6477
-8.5761, 19.6636
-8.4822, 19.6788
-8.3874, 19.6918
-8.2914, 19.7029
-8.1939, 19.7110
-8.1003, 19.7156
-8.0068, 19.7149
-7.9151, 19.7091
-7.8233, 19.7002
-7.7309, 19.6890
-7.6379, 19.6762
-7.5459, 19.6623
-7.4490, 19.6462
-7.3536, 19.6296
-7.2576, 19.6118
-7.1622, 19.5932
-7.0696, 19.5745
-6.9797, 19.5554
-6.8909, 19.5330
-6.8023, 19.5069
-6.7138, 19.4779
-6.6268, 19.4468
-6.5404, 19.4125
-6.4556, 19.3758
-6.3728, 19.3369
-6.2891, 19.2947
-6.2059, 19.2488
-6.1227, 19.2019
