-3.888123353333325483e+00,-2.629594333333333367e+00,0.000000000000000000e+00
-1.669545155333332431e+01,-2.597242633333333384e+00,0.000000000000000000e+00
-1.676204975333332570e+01,-2.592700033333333653e+00,0.000000000000000000e+00
-1.682835695333332637e+01,-2.580002833333333356e+00,0.000000000000000000e+00
-1.689158825333332459e+01,-2.559986533333333814e+00,0.000000000000000000e+00
-1.694896445333332480e+01,-2.533488133333333447e+00,0.000000000000000000e+00
-1.699769975333332539e+01,-2.501342533333333673e+00,0.000000000000000000e+00
-1.703501495333332372e+01,-2.464387633333333660e+00,0.000000000000000000e+00
-1.705812575333332504e+01,-2.423457433333333633e+00,0.000000000000000000e+00
-1.708897445333332499e+01,-2.299489333333333274e+00,0.000000000000000000e+00
-1.710353645333332651e+01,-2.164851433333333741e+00,0.000000000000000000e+00
-1.710908615333332605e+01,-2.024160133333333444e+00,0.000000000000000000e+00
-1.711289945333332696e+01,-1.882031833333333459e+00,0.000000000000000000e+00
-1.712225105333332564e+01,-1.743082633333333575e+00,0.000000000000000000e+00
-1.714441235333332614e+01,-1.611928933333333536e+00,0.000000000000000000e+00
-1.718666165333332430e+01,-1.493186533333333621e+00,0.000000000000000000e+00
-1.724424215333332455e+01,-1.387804333333333417e+00,0.000000000000000000e+00
-1.730910305333332388e+01,-1.291995433333333665e+00,0.000000000000000000e+00
-1.738357385333332417e+01,-1.203271633333333313e+00,0.000000000000000000e+00
-1.746998465333332717e+01,-1.119146533333333693e+00,0.000000000000000000e+00
-1.757066525333332407e+01,-1.037131933333333755e+00,0.000000000000000000e+00
-1.768794485333332744e+01,-9.547411333333336581e-01,0.000000000000000000e+00
-1.782415415333332476e+01,-8.694859333333336826e-01,0.000000000000000000e+00
-1.799420015333332756e+01,-7.858096333333334238e-01,0.000000000000000000e+00
-1.820098085333332705e+01,-7.074043333333334127e-01,0.000000000000000000e+00
-1.842881195333332656e+01,-6.306559333333333628e-01,0.000000000000000000e+00
-1.866201065333332565e+01,-5.519509333333333378e-01,0.000000000000000000e+00
-1.888489115333332435e+01,-4.676755333333334486e-01,0.000000000000000000e+00
-1.908177245333332550e+01,-3.742159333333333615e-01,0.000000000000000000e+00
-1.923696635333332594e+01,-2.679583333333334094e-01,0.000000000000000000e+00
-1.935447755333332509e+01,-1.480714333333333910e-01,0.000000000000000000e+00
-1.944957965333332695e+01,-1.749043333333344385e-02,0.000000000000000000e+00
-1.952349785333332477e+01,1.217485666666665578e-01,0.000000000000000000e+00
-1.957746245333332524e+01,2.676103666666665437e-01,0.000000000000000000e+00
