5.979212549330413573e+00,2.125286629653791337e+01,0.000000000000000000e+00,2.000000000000000000e+00
7.177878092277655497e+00,2.129145009368153296e+01,0.000000000000000000e+00,2.000000000000000000e+00
8.382027152953405391e+00,2.132385915973070212e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.080692844884588411e+01,2.134132538302577231e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.202702972300750517e+01,2.131173553139660370e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.326222689053619597e+01,2.124353553010682205e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.458091909405874453e+01,2.104544154198887185e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.655534752821500533e+01,2.009671416750077100e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.785211480334081457e+01,1.832647604300504440e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.825363540223441561e+01,1.697196765496568460e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.817283832494824480e+01,1.481598116645396246e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.758232548313610266e+01,1.346266874096951227e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.610109816651272396e+01,1.193836942481393137e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.423000006044143539e+01,1.101751363146416196e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.282983919329398503e+01,1.078635560917172320e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.141903707564644677e+01,1.091405521742282225e+01,0.000000000000000000e+00,2.000000000000000000e+00
9.505042299341905476e+00,1.163874880405046142e+01,0.000000000000000000e+00,2.000000000000000000e+00
7.911110528801845732e+00,1.267582126086074190e+01,0.000000000000000000e+00,2.000000000000000000e+00
6.965768593320265545e+00,1.331702595892022245e+01,0.000000000000000000e+00,2.000000000000000000e+00
5.560783147797493164e+00,1.396575043041284303e+01,0.000000000000000000e+00,2.000000000000000000e+00
4.554605438475244128e+00,1.415846579191682153e+01,0.000000000000000000e+00,2.000000000000000000e+00
3.041821520189662564e+00,1.409541638950946307e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.027771866182237925e+00,1.353794743775510234e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.746060691358278572e+00,1.288526633206997118e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.829009665864948619e+00,1.216203600768404236e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.274808734054994286e+00,1.153594242242243162e+01,0.000000000000000000e+00,2.000000000000000000e+00
4.206723833389159672e+00,1.026408815011979314e+01,0.000000000000000000e+00,2.000000000000000000e+00
5.252552461461133859e+00,9.089096172856420353e+00,0.000000000000000000e+00,2.000000000000000000e+00
5.659368130458792834e+00,7.608184434878920044e+00,0.000000000000000000e+00,2.000000000000000000e+00
5.883289649772235563e+00,6.094856083341772646e+00,0.000000000000000000e+00,2.000000000000000000e+00
6.688802016164395070e+00,5.343460894771540737e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.624917694583634997e+00,5.060929192144240751e+00,0.000000000000000000e+00,2.000000000000000000e+00
9.412420032816534388e+00,4.755972933984124573e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.065390043104311601e+01,4.418808707421513660e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.184231712318470642e+01,3.979535456176958697e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.410729067851014484e+01,2.888220490941023400e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.524845134585958384e+01,2.037894973318913117e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.611192804987164351e+01,7.281206228584125029e-01,0.000000000000000000e+00,2.000000000000000000e+00
1.624517486275106393e+01,-1.561640020523258343e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.524569798442428414e+01,-3.532301309876197948e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.406647263959813543e+01,-4.486829306865246281e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.192887796279778456e+01,-5.001886895554354950e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.063439342073227500e+01,-4.944513557813795757e+00,0.000000000000000000e+00,2.000000000000000000e+00
9.483047320984404394e+00,-4.859831817415026123e+00,0.000000000000000000e+00,2.000000000000000000e+00
7.088609873954665019e+00,-4.823869627712076280e+00,0.000000000000000000e+00,2.000000000000000000e+00
5.797807443808408401e+00,-4.708222782660365979e+00,0.000000000000000000e+00,2.000000000000000000e+00
4.517909100189421601e+00,-4.423380122060557085e+00,0.000000000000000000e+00,2.000000000000000000e+00
3.328216139816648322e+00,-4.038101539237505477e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.041454480856773834e+00,-3.186890035052106995e+00,0.000000000000000000e+00,2.000000000000000000e+00
-1.030044468046540374e-01,-2.679875371358168223e+00,0.000000000000000000e+00,2.000000000000000000e+00
-1.207955370316804000e+00,-2.107770085067617316e+00,0.000000000000000000e+00,2.000000000000000000e+00
-2.786384746925854472e+00,-1.204889490333368229e+00,0.000000000000000000e+00,2.000000000000000000e+00
-3.831549929565245094e+00,-5.916210301992066434e-01,0.000000000000000000e+00,2.000000000000000000e+00
-5.410193685829865373e+00,4.812695567701723576e-01,0.000000000000000000e+00,2.000000000000000000e+00
-6.832464475601105036e+00,1.903865966631323126e+00,0.000000000000000000e+00,2.000000000000000000e+00
-7.558630789074364031e+00,3.042744900313012479e+00,0.000000000000000000e+00,2.000000000000000000e+00
-8.083589910067955131e+00,4.270034819611042920e+00,0.000000000000000000e+00,2.000000000000000000e+00
-8.599591738964944554e+00,6.819830269097282738e+00,0.000000000000000000e+00,2.000000000000000000e+00
-8.670721194299314760e+00,8.071365654699249603e+00,0.000000000000000000e+00,2.000000000000000000e+00
-8.686822444119394859e+00,9.290112189538579202e+00,0.000000000000000000e+00,2.000000000000000000e+00
-8.702964237478804321e+00,1.107703932083486187e+01,0.000000000000000000e+00,2.000000000000000000e+00
-8.719759359912513830e+00,1.227561863311829171e+01,0.000000000000000000e+00,2.000000000000000000e+00
-8.727723651819514927e+00,1.408884570386699231e+01,0.000000000000000000e+00,2.000000000000000000e+00
-8.637985640863474757e+00,1.600181987265167294e+01,0.000000000000000000e+00,2.000000000000000000e+00
-8.199209466248493783e+00,1.743340859271068410e+01,0.000000000000000000e+00,2.000000000000000000e+00
-7.096966477936502926e+00,1.864428696400994312e+01,0.000000000000000000e+00,2.000000000000000000e+00
-5.447312319550745130e+00,1.949721159121727254e+01,0.000000000000000000e+00,2.000000000000000000e+00
-3.255714309228034509e+00,2.067586648521593418e+01,0.000000000000000000e+00,2.000000000000000000e+00
-1.942039191966453693e+00,2.109158996842169387e+01,0.000000000000000000e+00,2.000000000000000000e+00
-5.796865294950945824e-01,2.121601017887081042e+01,0.000000000000000000e+00,2.000000000000000000e+00
1.234796756936116680e+00,2.117515220953388422e+01,0.000000000000000000e+00,2.000000000000000000e+00
2.413585772446585676e+00,2.116981599028361316e+01,0.000000000000000000e+00,2.000000000000000000e+00
4.190975830532866375e+00,2.119886658088865516e+01,0.000000000000000000e+00,2.000000000000000000e+00
5.979212549330413573e+00,2.125286629653791337e+01,0.000000000000000000e+00,2.000000000000000000e+00
7.177878092277655497e+00,2.129145009368153296e+01,0.000000000000000000e+00,2.000000000000000000e+00
8.382027152953405391e+00,2.132385915973070212e+01,0.000000000000000000e+00,2.000000000000000000e+00
